top,layer,gene,tstat,pval,fdr,gene_index,ensembl,KM_Zeng,BM,RNAscope,test,in_rows,results
3,Layer2-Layer6,CAMK2N1,16.0427650895311,2.22833137169046e-25,9.95217357224393e-22,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
4,Layer2-Layer6,VSTM2A,15.1833887165194,4.71464607807799e-24,1.50403945099371e-20,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
5,Layer2-Layer6,CNR1,14.5023422173718,5.65954811133859e-23,1.57979211092877e-19,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
6,Layer2-Layer6,HPCAL1,13.2959859044868,5.34246181896808e-21,8.98782150544535e-18,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
7,Layer2-Layer6,CALB2,13.2821402628652,5.63474546935806e-21,8.98782150544535e-18,17428,ENSG00000172137,FALSE,FALSE,TRUE,paired_layers,217,Layer2-Layer6_top7
8,Layer2-Layer6,PCDH8,12.8583021263718,2.91109759617012e-20,4.06298252625468e-17,14927,ENSG00000136099,FALSE,FALSE,FALSE,paired_layers,218;247;253,Layer2-Layer6_top8;Layer3-Layer6_top7;Layer4-Layer5_top3
9,Layer2-Layer6,CBLN4,12.454910368357,1.41842336599085e-19,1.66709537820746e-16,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
10,Layer2-Layer6,CUX2,12.2099757098229,3.74616107252816e-19,3.81562563515408e-16,14444,ENSG00000111249,TRUE,TRUE,TRUE,paired_layers,220;243;252,Layer2-Layer6_top10;Layer3-Layer6_top3;Layer4-Layer5_top2
1,Layer3-Layer4,SERPINE2,11.9267706566967,1.1617894662501e-18,2.5943920570831e-14,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
2,Layer3-Layer4,PDZD2,11.4573911882036,7.73815786250373e-18,6.34093358951685e-14,5932,ENSG00000133401,FALSE,FALSE,FALSE,paired_layers,195;207;222,Layer2-Layer4_top5;Layer2-Layer5_top7;Layer3-Layer4_top2
3,Layer3-Layer4,CARTPT,11.3799208012476,1.06068019276268e-17,6.34093358951685e-14,6121,ENSG00000164326,TRUE,TRUE,TRUE,paired_layers,31;223;231;241;303,Layer3_top1;Layer3-Layer4_top3;Layer3-Layer5_top1;Layer3-Layer6_top1;Layer3-WM_top3
4,Layer3-Layer4,HPCAL1,11.3631291775333,1.13580826465753e-17,6.34093358951685e-14,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
5,Layer3-Layer4,SOWAHA,9.17180594014745,1.0760291673051e-13,4.80576146701805e-10,6395,ENSG00000198944,FALSE,FALSE,FALSE,paired_layers,169;197;206;225;239,Layer1-Layer5_top9;Layer2-Layer4_top7;Layer2-Layer5_top6;Layer3-Layer4_top5;Layer3-Layer5_top9
6,Layer3-Layer4,CRLF1,9.03414630024199,1.93471250760547e-13,6.55697786190961e-10,20551,ENSG00000006016,FALSE,FALSE,TRUE,paired_layers,198;226,Layer2-Layer4_top8;Layer3-Layer4_top6
7,Layer3-Layer4,CAMK2N1,9.01996035234373,2.05538690758888e-13,6.55697786190961e-10,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
8,Layer3-Layer4,RCN1,8.3121048940769,4.24084689527763e-12,1.18377940023056e-08,11682,ENSG00000049449,FALSE,FALSE,FALSE,paired_layers,208;228;233,Layer2-Layer5_top8;Layer3-Layer4_top8;Layer3-Layer5_top3
9,Layer3-Layer4,RGS12,7.97321512472127,1.81010221493202e-11,4.491265840183e-08,5059,ENSG00000159788,FALSE,FALSE,TRUE,paired_layers,154;184;194;229,Layer1-Layer4_top4;Layer2-Layer3_top4;Layer2-Layer4_top4;Layer3-Layer4_top9
10,Layer3-Layer4,JUN,7.72939990435998,5.13699337933765e-11,1.14714199153989e-07,834,ENSG00000177606,FALSE,FALSE,TRUE,paired_layers,200;230,Layer2-Layer4_top10;Layer3-Layer4_top10
1,Layer3-Layer5,CARTPT,15.6252871689738,9.70127265212919e-25,1.8438590809584e-20,6121,ENSG00000164326,TRUE,TRUE,TRUE,paired_layers,31;223;231;241;303,Layer3_top1;Layer3-Layer4_top3;Layer3-Layer5_top1;Layer3-Layer6_top1;Layer3-WM_top3
2,Layer3-Layer5,SERPINE2,12.4909048325645,1.23051678276774e-19,4.57977837933105e-16,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
3,Layer3-Layer5,RCN1,12.419368690866,1.63235526170652e-19,5.2074464784526e-16,11682,ENSG00000049449,FALSE,FALSE,FALSE,paired_layers,208;228;233,Layer2-Layer5_top8;Layer3-Layer4_top8;Layer3-Layer5_top3
4,Layer3-Layer5,HOPX,12.3654041582911,2.02103458757609e-19,5.64146542189521e-16,5291,ENSG00000171476,FALSE,FALSE,TRUE,paired_layers,234;248;256;295;304,Layer3-Layer5_top4;Layer3-Layer6_top8;Layer4-Layer5_top6;Layer2-WM_top5;Layer3-WM_top4
5,Layer3-Layer5,HPCAL1,12.2274431613959,3.49465222249464e-19,8.67100875339198e-16,2313,ENSG00000115756,FALSE,FALSE,FALSE,paired_layers,188;192;203;216;224;235,Layer2-Layer3_top8;Layer2-Layer4_top2;Layer2-Layer5_top3;Layer2-Layer6_top6;Layer3-Layer4_top4;Layer3-Layer5_top5
6,Layer3-Layer5,CAMK2N1,12.1294403474345,5.16355979755415e-19,1.0482495803562e-15,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
7,Layer3-Layer5,RASGRF2,12.0693106795617,6.56474729955307e-19,1.22164476621933e-15,6199,ENSG00000113319,TRUE,FALSE,FALSE,paired_layers,210;237,Layer2-Layer5_top10;Layer3-Layer5_top7
8,Layer3-Layer5,VSTM2A,11.7085028904452,2.79719907358532e-18,4.16428350081559e-15,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
9,Layer3-Layer5,SOWAHA,11.3138017592139,1.38895912574852e-17,1.72315812428279e-14,6395,ENSG00000198944,FALSE,FALSE,FALSE,paired_layers,169;197;206;225;239,Layer1-Layer5_top9;Layer2-Layer4_top7;Layer2-Layer5_top6;Layer3-Layer4_top5;Layer3-Layer5_top9
10,Layer3-Layer5,TESPA1,11.2498376762607,1.80373343249754e-17,2.11995638321593e-14,14039,ENSG00000135426,FALSE,FALSE,FALSE,paired_layers,240;259;489,Layer3-Layer5_top10;Layer4-Layer5_top9;Layer6-Layer5_top9
1,Layer3-Layer6,CARTPT,16.0437207321811,2.22089629286075e-25,1.58552513785786e-21,6121,ENSG00000164326,TRUE,TRUE,TRUE,paired_layers,31;223;231;241;303,Layer3_top1;Layer3-Layer4_top3;Layer3-Layer5_top1;Layer3-Layer6_top1;Layer3-WM_top3
2,Layer3-Layer6,VSTM2A,15.9734943493556,2.84004323650147e-25,1.58552513785786e-21,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
3,Layer3-Layer6,CUX2,13.0292518294937,1.4970332883668e-20,2.38787502589421e-17,14444,ENSG00000111249,TRUE,TRUE,TRUE,paired_layers,220;243;252,Layer2-Layer6_top10;Layer3-Layer6_top3;Layer4-Layer5_top2
4,Layer3-Layer6,CBLN4,12.7709452103369,4.09502706312529e-20,5.37917937333241e-17,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
5,Layer3-Layer6,AC103681.2,12.0846195748331,6.17523979059627e-19,7.03888122933534e-16,11739,ENSG00000254664,FALSE,FALSE,FALSE,paired_layers,245,Layer3-Layer6_top5
6,Layer3-Layer6,C14orf132,11.9917716906283,8.95257740770092e-19,9.5200002900652e-16,15704,ENSG00000227051,FALSE,FALSE,FALSE,paired_layers,246,Layer3-Layer6_top6
7,Layer3-Layer6,PCDH8,11.6124892402437,4.12410365071936e-18,3.83730660934225e-15,14927,ENSG00000136099,FALSE,FALSE,FALSE,paired_layers,218;247;253,Layer2-Layer6_top8;Layer3-Layer6_top7;Layer4-Layer5_top3
8,Layer3-Layer6,HOPX,11.3152085155518,1.38100671451718e-17,1.18612542084166e-14,5291,ENSG00000171476,FALSE,FALSE,TRUE,paired_layers,234;248;256;295;304,Layer3-Layer5_top4;Layer3-Layer6_top8;Layer4-Layer5_top6;Layer2-WM_top5;Layer3-WM_top4
9,Layer3-Layer6,TMOD1,10.9955487694915,5.11891439388966e-17,4.23372138259074e-14,10956,ENSG00000136842,FALSE,FALSE,FALSE,paired_layers,249,Layer3-Layer6_top9
10,Layer3-Layer6,NSG2,10.719780872184,1.598390042244e-16,1.23081544942588e-13,6749,ENSG00000170091,FALSE,FALSE,FALSE,paired_layers,250,Layer3-Layer6_top10
1,Layer4-Layer5,VSTM2A,7.93534396250362,2.12865231335854e-11,5.28165942328994e-08,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
2,Layer4-Layer5,CUX2,7.34868840068122,2.60743216126035e-10,4.15235479181346e-07,14444,ENSG00000111249,TRUE,TRUE,TRUE,paired_layers,220;243;252,Layer2-Layer6_top10;Layer3-Layer6_top3;Layer4-Layer5_top2
3,Layer4-Layer5,PCDH8,7.05604178980783,9.03641050646675e-10,1.00896041509955e-06,14927,ENSG00000136099,FALSE,FALSE,FALSE,paired_layers,218;247;253,Layer2-Layer6_top8;Layer3-Layer6_top7;Layer4-Layer5_top3
4,Layer4-Layer5,CA10,6.92536286085477,1.57057391072694e-09,1.46135358335181e-06,18584,ENSG00000154975,FALSE,FALSE,FALSE,paired_layers,38;254,Layer3_top8;Layer4-Layer5_top4
5,Layer4-Layer5,TPBG,6.83270151892394,2.3219305548011e-09,2.07404124877053e-06,7534,ENSG00000146242,TRUE,FALSE,TRUE,paired_layers,48;255,Layer4_top8;Layer4-Layer5_top5
6,Layer4-Layer5,HOPX,6.81427696629125,2.5093663084965e-09,2.07543181611242e-06,5291,ENSG00000171476,FALSE,FALSE,TRUE,paired_layers,234;248;256;295;304,Layer3-Layer5_top4;Layer3-Layer6_top8;Layer4-Layer5_top6;Layer2-WM_top5;Layer3-WM_top4
7,Layer4-Layer5,NGB,6.66876346541674,4.62658104031398e-09,3.38924287658628e-06,15591,ENSG00000165553,FALSE,FALSE,FALSE,paired_layers,46;257;269,Layer4_top6;Layer4-Layer5_top7;Layer4-Layer6_top9
8,Layer4-Layer5,GPX3,6.66377433631101,4.72444601696553e-09,3.38924287658628e-06,6636,ENSG00000211445,FALSE,FALSE,TRUE,paired_layers,258;270,Layer4-Layer5_top8;Layer4-Layer6_top10
9,Layer4-Layer5,TESPA1,6.62482355217266,5.56259773754456e-09,3.66098027422403e-06,14039,ENSG00000135426,FALSE,FALSE,FALSE,paired_layers,240;259;489,Layer3-Layer5_top10;Layer4-Layer5_top9;Layer6-Layer5_top9
10,Layer4-Layer5,SCN1B,6.62433424232967,5.57401501605915e-09,3.66098027422403e-06,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
1,Layer4-Layer6,FRMPD2,14.528353293417,5.14146142637629e-23,3.82713250374697e-19,12882,ENSG00000170324,FALSE,FALSE,FALSE,paired_layers,261;271;317;329,Layer4-Layer6_top1;Layer5-Layer6_top1;Layer4-WM_top7;Layer5-WM_top9
2,Layer4-Layer6,PVALB,12.2993146301575,2.62652544228367e-19,7.33161745645459e-16,21800,ENSG00000100362,FALSE,FALSE,TRUE,paired_layers,47;262;316;392;401,Layer4_top7;Layer4-Layer6_top2;Layer4-WM_top6;Layer3-Layer2_top2;Layer4-Layer2_top1
3,Layer4-Layer6,RORB,12.2174621711265,3.63620580192287e-19,7.90253450470379e-16,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
4,Layer4-Layer6,VSTM2A,12.200335421414,3.89269981423768e-19,7.90253450470379e-16,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
5,Layer4-Layer6,VAMP1,11.6165266314209,4.05723884415386e-18,6.04014670858666e-15,13544,ENSG00000139190,FALSE,FALSE,FALSE,paired_layers,41;265;319;369;403;433,Layer4_top1;Layer4-Layer6_top5;Layer4-WM_top9;Layer4-Layer1_top9;Layer4-Layer2_top3;Layer4-Layer3_top3
6,Layer4-Layer6,PARM1,11.5811117833374,4.68304123447798e-18,6.53606211294549e-15,5344,ENSG00000169116,FALSE,FALSE,FALSE,paired_layers,266;275;312;322,Layer4-Layer6_top6;Layer5-Layer6_top5;Layer4-WM_top2;Layer5-WM_top2
7,Layer4-Layer6,SCN1B,11.2222525817021,2.01916344903084e-17,2.65234935178281e-14,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
8,Layer4-Layer6,SNCG,10.9254023211834,6.833625638985e-17,7.6300847072087e-14,13092,ENSG00000173267,TRUE,FALSE,TRUE,paired_layers,268;274;318;324;394,Layer4-Layer6_top8;Layer5-Layer6_top4;Layer4-WM_top8;Layer5-WM_top4;Layer3-Layer2_top4
9,Layer4-Layer6,NGB,10.7829219106343,1.23075165763133e-16,1.24926887575296e-13,15591,ENSG00000165553,FALSE,FALSE,FALSE,paired_layers,46;257;269,Layer4_top6;Layer4-Layer5_top7;Layer4-Layer6_top9
10,Layer4-Layer6,GPX3,10.3360273006029,7.89010946970706e-16,6.52570498400105e-13,6636,ENSG00000211445,FALSE,FALSE,TRUE,paired_layers,258;270,Layer4-Layer5_top8;Layer4-Layer6_top10
1,Layer5-Layer6,FRMPD2,13.4089762606419,3.46220542475568e-21,7.73145093402192e-17,12882,ENSG00000170324,FALSE,FALSE,FALSE,paired_layers,261;271;317;329,Layer4-Layer6_top1;Layer5-Layer6_top1;Layer4-WM_top7;Layer5-WM_top9
2,Layer5-Layer6,PCP4,12.278816157861,2.84922483202363e-19,3.18130198619598e-15,22225,ENSG00000183036,TRUE,TRUE,TRUE,paired_layers,51;272;323;444;466,Layer5_top1;Layer5-Layer6_top2;Layer5-WM_top3;Layer5-Layer3_top4;Layer5-Layer4_top6
3,Layer5-Layer6,RORB,11.0624806977187,3.88738795883718e-17,1.73618521017586e-13,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
4,Layer5-Layer6,SNCG,10.669492048234,1.96883625486008e-16,7.32768040121339e-13,13092,ENSG00000173267,TRUE,FALSE,TRUE,paired_layers,268;274;318;324;394,Layer4-Layer6_top8;Layer5-Layer6_top4;Layer4-WM_top8;Layer5-WM_top4;Layer3-Layer2_top4
5,Layer5-Layer6,PARM1,9.88724334799888,5.18820032641121e-15,1.44822126861361e-11,5344,ENSG00000169116,FALSE,FALSE,FALSE,paired_layers,266;275;312;322,Layer4-Layer6_top6;Layer5-Layer6_top5;Layer4-WM_top2;Layer5-WM_top2
6,Layer5-Layer6,PCP4L1,9.20516993785846,9.33531253943453e-14,2.08466864318112e-10,1606,ENSG00000248485,FALSE,FALSE,FALSE,paired_layers,276,Layer5-Layer6_top6
7,Layer5-Layer6,SMYD2,8.91374473566279,3.23408955563669e-13,6.51553902914985e-10,1994,ENSG00000143499,FALSE,FALSE,TRUE,paired_layers,53;277;328;376;414,Layer5_top3;Layer5-Layer6_top7;Layer5-WM_top8;Layer5-Layer1_top6;Layer5-Layer2_top4
8,Layer5-Layer6,CAMK2D,8.89515591641439,3.50125244502253e-13,6.51553902914985e-10,5548,ENSG00000145349,FALSE,FALSE,TRUE,paired_layers,52;278;372;412;462,Layer5_top2;Layer5-Layer6_top8;Layer5-Layer1_top2;Layer5-Layer2_top2;Layer5-Layer4_top2
9,Layer5-Layer6,CRYM,8.84701569474383,4.30051030883729e-13,7.38728428512658e-10,16941,ENSG00000103316,TRUE,TRUE,TRUE,paired_layers,279;307,Layer5-Layer6_top9;Layer3-WM_top7
10,Layer5-Layer6,CCDC68,8.13828621280597,8.92779886040759e-12,1.17274515501036e-08,19264,ENSG00000166510,FALSE,FALSE,FALSE,paired_layers,280,Layer5-Layer6_top10
1,Layer1-WM,CNR1,16.3544992475366,7.53559391685418e-26,3.73054899825252e-22,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
2,Layer1-WM,MT1G,15.8546074923312,4.31254052209498e-25,1.60505570664838e-21,17246,ENSG00000125144,FALSE,FALSE,FALSE,paired_layers,11;133;141;151;161;171;282,Layer1_top1;Layer1-Layer2_top3;Layer1-Layer3_top1;Layer1-Layer4_top1;Layer1-Layer5_top1;Layer1-Layer6_top1;Layer1-WM_top2
3,Layer1-WM,CBLN4,15.7511934624928,6.2109500756737e-25,1.73370907674837e-21,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
4,Layer1-WM,FABP7,15.1040793298017,6.27796114030975e-24,1.40193150224257e-20,7713,ENSG00000164434,FALSE,FALSE,FALSE,paired_layers,13;138;152;162;172;284,Layer1_top3;Layer1-Layer2_top8;Layer1-Layer4_top2;Layer1-Layer5_top2;Layer1-Layer6_top2;Layer1-WM_top4
5,Layer1-WM,NECAB2,14.3679534683838,9.30684341866165e-23,1.29894450238833e-19,17538,ENSG00000103154,FALSE,FALSE,FALSE,paired_layers,166;209;285,Layer1-Layer5_top6;Layer2-Layer5_top9;Layer1-WM_top5
6,Layer1-WM,SERPINE2,14.343339141386,1.01971054091084e-22,1.33947976994588e-19,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
7,Layer1-WM,RELN,14.1918249944852,1.792401194252e-22,1.90600528899244e-19,8638,ENSG00000189056,TRUE,TRUE,TRUE,paired_layers,168;174;287,Layer1-Layer5_top8;Layer1-Layer6_top4;Layer1-WM_top7
8,Layer1-WM,ADGRB1,13.8788635646817,5.80020931211634e-22,5.1809789659548e-19,10438,ENSG00000181790,FALSE,FALSE,TRUE,paired_layers,288,Layer1-WM_top8
9,Layer1-WM,GAD2,13.4538760435211,2.91531748887388e-21,1.91476337776596e-18,12770,ENSG00000136750,FALSE,FALSE,TRUE,paired_layers,289,Layer1-WM_top9
10,Layer1-WM,CAMK2N1,13.2199958860674,7.15866833591295e-21,4.20684796340189e-18,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
1,Layer2-WM,SERPINE2,20.2075441328863,2.95767819588312e-31,3.3023955896133e-27,3621,ENSG00000135919,FALSE,FALSE,TRUE,paired_layers,28;157;165;182;191;201;211;221;232;286;291,Layer2_top8;Layer1-Layer4_top7;Layer1-Layer5_top5;Layer2-Layer3_top2;Layer2-Layer4_top1;Layer2-Layer5_top1;Layer2-Layer6_top1;Layer3-Layer4_top1;Layer3-Layer5_top2;Layer1-WM_top6;Layer2-WM_top1
2,Layer2-WM,CBLN4,20.0301856044701,5.05701534816723e-31,3.76427365799741e-27,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
3,Layer2-WM,CAMK2N1,19.8503723920109,8.74069018274782e-31,4.87970881177354e-27,308,ENSG00000162545,FALSE,FALSE,FALSE,paired_layers,27;187;193;202;213;227;236;290;293,Layer2_top7;Layer2-Layer3_top7;Layer2-Layer4_top3;Layer2-Layer5_top2;Layer2-Layer6_top3;Layer3-Layer4_top7;Layer3-Layer5_top6;Layer1-WM_top10;Layer2-WM_top3
4,Layer2-WM,VSTM2A,17.4599270821504,1.77499325657896e-27,3.30311453438873e-24,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
5,Layer2-WM,HOPX,17.3205491197683,2.82430707172988e-27,4.50497151562857e-24,5291,ENSG00000171476,FALSE,FALSE,TRUE,paired_layers,234;248;256;295;304,Layer3-Layer5_top4;Layer3-Layer6_top8;Layer4-Layer5_top6;Layer2-WM_top5;Layer3-WM_top4
6,Layer2-WM,LAMP5,16.8721744870673,1.27853664205978e-26,1.42531396141195e-23,19480,ENSG00000125869,FALSE,FALSE,TRUE,paired_layers,204;212;296,Layer2-Layer5_top4;Layer2-Layer6_top2;Layer2-WM_top6
7,Layer2-WM,OLFM1,16.6866048768608,2.40566146087757e-26,2.23836775345237e-23,11296,ENSG00000130558,FALSE,FALSE,TRUE,paired_layers,297;306;337,Layer2-WM_top7;Layer3-WM_top6;Layer6-WM_top7
8,Layer2-WM,NCDN,16.2095830116931,1.24553173673619e-25,9.93356043323425e-23,541,ENSG00000020129,FALSE,FALSE,FALSE,paired_layers,298,Layer2-WM_top8
9,Layer2-WM,CNR1,16.1964846738061,1.30357533134157e-25,1.0037979560065e-22,7564,ENSG00000118432,TRUE,FALSE,TRUE,paired_layers,173;185;199;215;281;299,Layer1-Layer6_top3;Layer2-Layer3_top5;Layer2-Layer4_top9;Layer2-Layer6_top5;Layer1-WM_top1;Layer2-WM_top9
10,Layer2-WM,ENC1,15.835679135936,4.60985017533707e-25,2.51079425037688e-22,6143,ENSG00000171617,FALSE,FALSE,TRUE,paired_layers,300,Layer2-WM_top10
1,Layer3-WM,CBLN4,21.3174676057273,1.11018739175691e-32,2.47915946453236e-28,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
2,Layer3-WM,VSTM2A,18.5419140462502,5.21319007661322e-29,1.45519684501062e-25,8315,ENSG00000170419,FALSE,FALSE,TRUE,paired_layers,214;238;242;251;264;294;302,Layer2-Layer6_top4;Layer3-Layer5_top8;Layer3-Layer6_top2;Layer4-Layer5_top1;Layer4-Layer6_top4;Layer2-WM_top4;Layer3-WM_top2
3,Layer3-WM,CARTPT,18.1041815177674,2.13694015241159e-28,5.05952204636189e-25,6121,ENSG00000164326,TRUE,TRUE,TRUE,paired_layers,31;223;231;241;303,Layer3_top1;Layer3-Layer4_top3;Layer3-Layer5_top1;Layer3-Layer6_top1;Layer3-WM_top3
4,Layer3-WM,HOPX,17.4556775555381,1.80024636835701e-27,3.6546637865255e-24,5291,ENSG00000171476,FALSE,FALSE,TRUE,paired_layers,234;248;256;295;304,Layer3-Layer5_top4;Layer3-Layer6_top8;Layer4-Layer5_top6;Layer2-WM_top5;Layer3-WM_top4
5,Layer3-WM,ASS1,16.6420464117338,2.80171801311499e-26,2.60688187295295e-23,11234,ENSG00000130707,FALSE,FALSE,TRUE,paired_layers,305,Layer3-WM_top5
6,Layer3-WM,OLFM1,16.4142201096275,6.1306926239017e-26,4.63623475352328e-23,11296,ENSG00000130558,FALSE,FALSE,TRUE,paired_layers,297;306;337,Layer2-WM_top7;Layer3-WM_top6;Layer6-WM_top7
7,Layer3-WM,CRYM,16.0292542137158,2.33618009425747e-25,1.27242043133814e-22,16941,ENSG00000103316,TRUE,TRUE,TRUE,paired_layers,279;307,Layer5-Layer6_top9;Layer3-WM_top7
8,Layer3-WM,HS6ST3,15.6806052019222,7.97316923571895e-25,3.64853071234176e-22,14990,ENSG00000185352,FALSE,FALSE,FALSE,paired_layers,308,Layer3-WM_top8
